x, y
0.9571984435797666, 4.605433376455369
1.0155642023346303, 4.269081500646831
1.0856031128404668, 3.9715394566623545
1.1673151750972763, 3.5575679172056924
1.284046692607004, 3.130659767141009
1.3540856031128405, 2.794307891332471
1.3657587548638133, 2.3803363518758087
1.3307392996108949, 1.9922380336351877
1.4124513618677044, 1.6170763260025873
1.5058365758754864, 1.29366106080207
1.5408560311284047, 0.944372574385511
1.622568093385214, 0.517464424320828
1.6108949416342413, 0.2846054333764554
1.377431906614786, 0.129366106080207
1.4474708171206225, -0.0129366106080207
1.7626459143968871, 0
1.9260700389105059, 0.3363518758085382
1.9027237354085604, 0.6597671410090556
1.9260700389105059, 1.0866752910737387
1.9377431906614786, 1.4877102199223804
1.9494163424124513, 1.8240620957309186
1.8910505836575875, 2.3415265200517466
1.867704280155642, 2.6908150064683056
1.9027237354085604, 3.1953428201811125
1.8793774319066148, 3.7645536869340233
1.8910505836575875, 4.178525226390686
1.8910505836575875, 4.683053040103493
