x, y
2.813229571984436, 4.708926261319535
2.7782101167315174, 4.4372574385511
2.719844357976654, 4.07503234152652
2.649805447470817, 3.7645536869340233
2.544747081712062, 3.3893919793014233
2.428015564202335, 3.0401034928848643
2.3346303501945527, 2.716688227684347
2.3346303501945527, 2.367399741267788
2.3346303501945527, 1.9922380336351877
2.2762645914396886, 1.5782664941785254
2.159533073929961, 1.1901681759379044
2.066147859922179, 0.7115135834411385
2.019455252918288, 0.3234152652005175
2.124513618677043, 0.1423027166882277
2.299610894941634, 0.0388098318240621
2.019455252918288, -0.0388098318240621
1.9143968871595332, 0.40103492884864167
1.9027237354085604, 0.9314359637774904
1.9260700389105059, 1.423027166882277
1.9377431906614786, 1.8369987063389392
1.867704280155642, 2.289780077619664
1.8326848249027237, 2.574385510996119
1.9027237354085604, 2.9883570504527817
1.8910505836575875, 3.479948253557568
1.8910505836575875, 3.919793014230272
1.9143968871595332, 4.217335058214748
1.8793774319066148, 4.695989650711514
