935	1983	0
935	1984	0
935	1985	0
935	1986	0
935	1987	0
936	1981	0
936	1982	0
936	1983	0
936	1984	0
936	1985	0
936	1986	0
936	1987	0
936	1988	0
936	1989	0
936	1990	0
937	1979	0
937	1980	0
937	1981	0
937	1982	0
937	1983	0
937	1984	0
937	1985	0
937	1986	0
937	1987	0
937	1988	0
937	1989	0
937	1990	0
937	1991	0
938	1978	0
938	1979	0
938	1980	0
938	1981	0
938	1982	0
938	1983	0
938	1984	0
938	1985	0
938	1986	0
938	1987	0
938	1988	0
938	1989	0
938	1990	0
938	1991	0
938	1992	0
939	1977	0
939	1978	0
939	1979	0
939	1980	0
939	1981	0
939	1982	0
939	1983	0
939	1989	0
939	1990	0
939	1991	0
939	1992	0
939	1993	0
940	1977	0
940	1978	0
940	1979	0
940	1980	0
940	1981	0
940	1990	0
940	1991	0
940	1992	0
940	1993	0
941	1976	0
941	1977	0
941	1978	0
941	1979	0
941	1989	0
941	1990	0
941	1991	0
941	1992	0
941	1993	0
942	1976	0
942	1977	0
942	1978	0
942	1979	0
942	1985	0
942	1986	0
942	1987	0
942	1988	0
942	1989	0
942	1990	0
942	1991	0
942	1992	0
942	1993	0
943	1976	0
943	1977	0
943	1978	0
943	1979	0
943	1984	0
943	1985	0
943	1986	0
943	1989	0
943	1990	0
943	1991	0
943	1992	0
943	1993	0
943	1994	0
944	1976	0
944	1977	0
944	1978	0
944	1979	0
944	1983	0
944	1984	0
944	1985	0
944	1991	0
944	1992	0
944	1993	0
944	1994	0
944	1995	0
945	1975	0
945	1976	0
945	1977	0
945	1978	0
945	1979	0
945	1980	0
945	1981	0
945	1982	0
945	1983	0
945	1993	0
945	1994	0
945	1995	0
945	1996	0
946	1976	0
946	1977	0
946	1978	0
946	1979	0
946	1980	0
946	1981	0
946	1982	0
946	1994	0
946	1995	0
946	1996	0
947	1976	0
947	1977	0
947	1978	0
947	1979	0
947	1980	0
947	1981	0
947	1982	0
947	1994	0
947	1995	0
947	1996	0
948	1977	0
948	1978	0
948	1979	0
948	1980	0
948	1981	0
948	1990	0
948	1993	0
948	1994	0
948	1995	0
948	1996	0
949	1977	0
949	1978	0
949	1979	0
949	1980	0
949	1987	0
949	1988	0
949	1989	0
949	1990	0
949	1991	0
949	1992	0
949	1993	0
949	1994	0
949	1995	0
949	1996	0
950	1977	0
950	1978	0
950	1979	0
950	1986	0
950	1993	0
950	1994	0
950	1995	0
950	1996	0
951	1977	0
951	1978	0
951	1984	0
951	1995	0
951	1996	0
952	1977	0
952	1978	0
952	1984	0
952	1996	0
953	1976	0
953	1977	0
953	1978	0
953	1983	0
953	1984	0
954	1976	0
954	1977	0
954	1978	0
954	1982	0
954	1983	0
955	1976	0
955	1977	0
955	1978	0
955	1982	0
955	1998	0
956	1977	0
956	1978	0
956	1981	0
956	1982	0
956	1997	0
956	1998	0
957	1977	0
957	1978	0
957	1979	0
957	1980	0
957	1981	0
957	1982	0
957	1983	0
957	1996	0
957	1997	0
957	1998	0
958	1978	0
958	1979	0
958	1980	0
958	1981	0
958	1982	0
958	1983	0
958	1984	0
958	1996	0
958	1997	0
959	1978	0
959	1982	0
959	1983	0
959	1984	0
959	1995	0
959	1996	0
959	1997	0
960	1975	0
960	1976	0
960	1977	0
960	1983	0
960	1984	0
960	1985	0
960	1990	0
960	1991	0
960	1992	0
960	1993	0
960	1994	0
960	1995	0
960	1996	0
961	1973	0
961	1974	0
961	1975	0
961	1976	0
961	1983	0
961	1984	0
961	1985	0
961	1993	0
961	1994	0
961	1995	0
961	1996	0
962	1972	0
962	1973	0
962	1974	0
962	1975	0
962	1976	0
962	1984	0
962	1985	0
962	1994	0
962	1995	0
962	1996	0
963	1971	0
963	1972	0
963	1973	0
963	1974	0
963	1975	0
963	1995	0
963	1996	0
964	1970	0
964	1971	0
964	1972	0
964	1973	0
964	1974	0
964	1975	0
964	1996	0
965	1970	0
965	1971	0
965	1972	0
965	1973	0
965	1974	0
965	1995	0
965	1996	0
966	1969	0
966	1970	0
966	1971	0
966	1972	0
966	1973	0
966	1974	0
966	1995	0
966	1996	0
967	1969	0
967	1970	0
967	1971	0
967	1972	0
967	1973	0
967	1996	0
967	1997	0
968	1969	0
968	1970	0
968	1971	0
968	1972	0
968	1981	0
968	1984	0
968	1997	0
969	1968	0
969	1969	0
969	1970	0
969	1971	0
969	1980	0
969	1981	0
969	1984	0
969	1985	0
969	1997	0
970	1967	0
970	1968	0
970	1969	0
970	1970	0
970	1980	0
970	1981	0
970	1984	0
970	1985	0
970	1996	0
970	1997	0
971	1967	0
971	1968	0
971	1969	0
971	1981	0
971	1984	0
971	1985	0
971	1986	0
971	1996	0
971	1997	0
972	1966	0
972	1967	0
972	1968	0
972	1981	0
972	1984	0
972	1985	0
972	1986	0
972	1996	0
972	1997	0
973	1965	0
973	1966	0
973	1967	0
973	1984	0
973	1985	0
973	1995	0
973	1996	0
973	1997	0
974	1965	0
974	1966	0
974	1967	0
974	1974	0
974	1995	0
974	1996	0
975	1964	0
975	1965	0
975	1966	0
975	1994	0
975	1995	0
975	1996	0
976	1963	0
