0	1622	183
0	1623	183
0	1624	183
0	1625	183
0	1626	183
0	1627	183
0	1628	183
0	1629	183
0	1630	183
0	1631	183
0	1632	183
0	1633	183
0	1634	183
0	1635	183
0	1636	183
0	1637	183
0	1638	183
0	1639	183
0	1640	183
0	1641	183
0	1642	183
0	1643	183
0	1644	183
0	1645	183
0	1646	183
0	1647	183
0	1648	183
0	1649	183
0	1650	183
0	1651	183
0	1652	183
0	1653	183
0	1654	183
0	1655	183
0	1656	183
0	1619	184
0	1620	184
0	1621	184
0	1622	184
0	1623	184
0	1624	184
0	1625	184
0	1626	184
0	1627	184
0	1628	184
0	1629	184
0	1630	184
0	1631	184
0	1632	184
0	1633	184
0	1634	184
0	1635	184
0	1636	184
0	1637	184
0	1638	184
0	1639	184
0	1640	184
0	1641	184
0	1642	184
0	1643	184
0	1644	184
0	1645	184
0	1646	184
0	1647	184
0	1648	184
0	1649	184
0	1650	184
0	1651	184
0	1652	184
0	1653	184
0	1654	184
0	1655	184
0	1656	184
0	1657	184
0	1658	184
0	1659	184
0	1660	184
0	1661	184
0	1662	184
0	1663	184
0	1664	184
0	1665	184
0	1666	184
0	1667	184
0	1668	184
0	1612	185
0	1613	185
0	1614	185
0	1615	185
0	1616	185
0	1617	185
0	1618	185
0	1619	185
0	1620	185
0	1621	185
0	1622	185
0	1623	185
0	1624	185
0	1625	185
0	1626	185
0	1627	185
0	1628	185
0	1629	185
0	1630	185
0	1631	185
0	1632	185
0	1633	185
0	1634	185
0	1635	185
0	1636	185
0	1637	185
0	1638	185
0	1639	185
0	1640	185
0	1641	185
0	1642	185
0	1643	185
0	1644	185
0	1645	185
0	1646	185
0	1647	185
0	1648	185
0	1649	185
0	1650	185
0	1651	185
0	1652	185
0	1653	185
0	1654	185
0	1655	185
0	1656	185
0	1657	185
0	1658	185
0	1659	185
0	1660	185
0	1661	185
0	1662	185
0	1663	185
0	1664	185
0	1665	185
0	1666	185
0	1667	185
0	1668	185
0	1669	185
0	1670	185
0	1671	185
0	1672	185
0	1673	185
0	1674	185
0	1675	185
0	1676	185
0	1677	185
0	1678	185
0	1264	186
0	1265	186
0	1266	186
0	1267	186
0	1268	186
0	1269	186
0	1272	186
0	1603	186
0	1604	186
0	1605	186
0	1606	186
0	1607	186
0	1608	186
0	1609	186
0	1610	186
0	1611	186
0	1612	186
0	1613	186
0	1614	186
0	1615	186
0	1616	186
0	1617	186
0	1618	186
0	1619	186
0	1620	186
0	1621	186
0	1622	186
0	1623	186
0	1624	186
0	1625	186
0	1626	186
0	1627	186
0	1628	186
0	1629	186
0	1630	186
0	1660	186
0	1661	186
0	1662	186
0	1663	186
0	1664	186
0	1665	186
0	1666	186
0	1667	186
0	1668	186
0	1669	186
0	1670	186
0	1671	186
0	1672	186
0	1673	186
0	1674	186
0	1675	186
0	1676	186
0	1677	186
0	1678	186
0	1679	186
0	1680	186
0	1681	186
0	1682	186
0	1242	187
0	1243	187
0	1244	187
0	1245	187
0	1246	187
0	1247	187
0	1248	187
0	1249	187
0	1250	187
0	1251	187
0	1252	187
0	1253	187
0	1254	187
0	1255	187
0	1256	187
0	1257	187
0	1258	187
0	1259	187
0	1260	187
0	1261	187
0	1262	187
0	1263	187
0	1264	187
0	1265	187
0	1266	187
0	1267	187
0	1268	187
0	1269	187
0	1270	187
0	1271	187
0	1272	187
0	1273	187
0	1274	187
0	1275	187
0	1276	187
0	1277	187
0	1278	187
0	1279	187
0	1280	187
0	1281	187
0	1282	187
0	1283	187
0	1284	187
0	1285	187
0	1286	187
0	1287	187
0	1288	187
0	1289	187
0	1290	187
0	1598	187
0	1599	187
0	1600	187
0	1601	187
0	1602	187
0	1603	187
0	1604	187
0	1605	187
0	1606	187
0	1607	187
0	1608	187
0	1609	187
0	1610	187
0	1611	187
0	1612	187
0	1613	187
0	1614	187
0	1615	187
0	1616	187
0	1617	187
0	1618	187
0	1619	187
0	1620	187
0	1672	187
0	1673	187
0	1674	187
0	1675	187
0	1676	187
0	1677	187
0	1678	187
0	1679	187
0	1680	187
0	1681	187
0	1682	187
0	1683	187
0	1684	187
0	1685	187
0	1686	187
0	1687	187
0	1688	187
0	1689	187
0	1690	187
0	1691	187
0	1692	187
0	1223	188
0	1224	188
0	1225	188
0	1236	188
0	1237	188
0	1238	188
0	1239	188
0	1240	188
0	1241	188
0	1242	188
0	1243	188
0	1244	188
0	1245	188
0	1246	188
0	1247	188
0	1248	188
0	1249	188
0	1250	188
0	1251	188
0	1252	188
0	1253	188
0	1254	188
0	1255	188
0	1256	188
0	1257	188
0	1258	188
0	1259	188
0	1260	188
0	1261	188
0	1262	188
0	1263	188
0	1264	188
0	1265	188
0	1266	188
0	1267	188
0	1268	188
0	1269	188
