x, y
1.8764478764478763, 0
1.7142857142857142, 0.03875968992248062
1.5637065637065637, 0.12919896640826872
1.471042471042471, 0.2713178294573643
1.4247104247104245, 0.5038759689922481
1.4478764478764479, 0.710594315245478
1.494208494208494, 0.9173126614987079
1.5868725868725868, 1.0852713178294573
1.633204633204633, 1.1886304909560723
1.633204633204633, 1.3824289405684753
1.4826254826254825, 1.4987080103359172
1.2972972972972971, 1.6666666666666665
1.1003861003861004, 1.8346253229974159
1.0077220077220077, 2.0025839793281652
0.9613899613899614, 2.2997416020671833
0.8571428571428571, 3.4237726098191215
0.6949806949806949, 3.7596899224806197
0.637065637065637, 4.0310077519379846
0.555984555984556, 4.470284237726098
0.3938223938223938, 4.974160206718346
0.277992277992278, 5.077519379844961
0.011583011583011582, 5.439276485788113
0.2084942084942085, 5.348837209302325
0.1274131274131274, 5.852713178294573
0.2548262548262548, 5.568475452196382
0.277992277992278, 5.981912144702842
0.5444015444015444, 5.555555555555555
0.6254826254826255, 5.24547803617571
0.7413127413127413, 4.883720930232558
0.8918918918918919, 4.496124031007752
1.0077220077220077, 4.237726098191215
1.111969111969112, 3.888888888888889
1.1235521235521235, 3.6046511627906974
1.2046332046332047, 3.2687338501291987
1.2625482625482625, 2.9069767441860463
1.2972972972972971, 2.7131782945736433
1.274131274131274, 2.3772609819121446
1.2857142857142856, 2.4031007751937983
1.2972972972972971, 2.72609819121447
1.274131274131274, 2.9069767441860463
1.2625482625482625, 3.0878552971576227
1.2393822393822393, 3.3850129198966408
1.274131274131274, 3.5917312661498704
1.2277992277992278, 3.785529715762274
1.077220077220077, 4.056847545219638
1.0077220077220077, 4.405684754521964
0.9613899613899614, 4.754521963824289
0.9729729729729729, 5.232558139534883
1.0077220077220077, 5.65891472868217
1.1235521235521235, 6.149870801033591
1.3552123552123552, 7.118863049095607
1.3667953667953667, 7.454780361757106
1.3436293436293436, 8.010335917312661
1.4826254826254825, 8.604651162790697
1.633204633204633, 9.366925064599483
1.667953667953668, 9.651162790697674
1.5289575289575288, 9.844961240310077
1.3552123552123552, 9.922480620155039
1.7142857142857142, 10.012919896640826
1.888030888030888, 9.819121447028424
1.9343629343629343, 9.58656330749354
1.9227799227799227, 9.237726098191214
1.8996138996138996, 8.527131782945736
1.9575289575289574, 8.229974160206718
1.8416988416988416, 7.48062015503876
1.9111969111969112, 7.1317829457364335
1.8996138996138996, 5.8785529715762275
1.8996138996138996, 5.2842377260981905
1.8996138996138996, 5.2842377260981905
1.9111969111969112, 5.8656330749354
1.9111969111969112, 6.48578811369509
1.9227799227799227, 7.10594315245478
1.8532818532818531, 7.48062015503876
1.969111969111969, 8.217054263565892
1.8996138996138996, 8.540051679586563
1.9343629343629343, 9.224806201550386
1.9343629343629343, 9.573643410852712
1.8764478764478763, 9.793281653746769
1.9343629343629343, 9.987080103359173
2.2934362934362933, 10.025839793281653
2.131274131274131, 9.857881136950903
2.05019305019305, 9.677002583979327
2.131274131274131, 8.992248062015504
2.2934362934362933, 8.268733850129198
2.3629343629343627, 7.713178294573643
2.3513513513513513, 7.325581395348837
2.444015444015444, 6.8604651162790695
2.6756756756756754, 6.098191214470284
2.803088803088803, 5.45219638242894
2.849420849420849, 4.715762273901809
2.7915057915057915, 4.095607235142118
2.525096525096525, 3.682170542635659
2.55984555984556, 3.0878552971576227
2.5135135135135136, 2.6744186046511627
2.5366795366795367, 2.3772609819121446
2.548262548262548, 2.3772609819121446
2.5135135135135136, 2.648578811369509
2.55984555984556, 3.0878552971576227
2.640926640926641, 3.449612403100775
2.5366795366795367, 3.6692506459948317
2.7799227799227797, 4.069767441860465
2.988416988416988, 3.746770025839793
2.965250965250965, 3.1912144702842373
2.907335907335907, 2.751937984496124
2.8725868725868726, 2.248062015503876
2.664092664092664, 1.7700258397932815
2.200772200772201, 1.3953488372093021
2.154440154440154, 1.2403100775193798
2.281853281853282, 0.9560723514211886
2.3745173745173744, 0.7622739018087855
2.3861003861003858, 0.4780361757105943
2.3513513513513513, 0.23255813953488372
2.200772200772201, 0.0904392764857881
2.0270270270270268, -0.012919896640826873
